year,id_,incom16,income,rincome,happy,mntlhlth
2014,2324,AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2014,2344,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2014,2345,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,4
2014,2353,AVERAGE,.d:  Do not Know/Cannot Choose,$3000 TO 3999,2,2
2014,2357,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2014,2363,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2014,2369,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,2
2014,2378,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2014,2383,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2014,2390,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2014,2392,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2014,2402,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2014,2408,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2014,2410,FAR BELOW AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2014,2422,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,15
2014,2423,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2014,2427,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,15
2014,2431,BELOW AVERAGE,"$4,000 to $4,999",.i:  Inapplicable,1,2
2014,2443,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,3,14
2014,2455,BELOW AVERAGE,"$25,000 or more",$5000 TO 5999,3,4
2014,2470,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2014,2498,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2014,2513,FAR ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2014,2521,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,3,5
2014,2528,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2014,2530,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2014,2536,AVERAGE,"$25,000 or more",$1000 TO 2999,2,3
2014,2541,FAR BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2016,2,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,6,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2016,8,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,3,1
2016,14,BELOW AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,3,NA
2016,16,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,30,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,7
2016,36,AVERAGE,"$25,000 or more",$25000 OR MORE,1,1
2016,43,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,49,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,51,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,3,3
2016,58,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,59,ABOVE AVERAGE,"$8,000 to $9,999",$8000 TO 9999,2,2
2016,85,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,91,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,5
2016,95,AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2016,100,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,101,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,123,.d:  Do not Know/Cannot Choose,.r:  Refused,.r:  Refused,2,5
2016,144,AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,7
2016,157,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,4
2016,167,AVERAGE,"$7,000 to $7,999",.i:  Inapplicable,1,1
2016,170,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,1,15
2016,172,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,27
2016,179,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,214,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2016,221,AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,16
2016,222,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,3,3
2016,229,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,238,ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,2,1
2016,240,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,25
2016,243,AVERAGE,"$25,000 or more",$20000 - 24999,3,12
2016,247,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,250,AVERAGE,"$25,000 or more",.r:  Refused,2,15
2016,259,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2016,262,ABOVE AVERAGE,"Under $1,000",.i:  Inapplicable,2,4
2016,265,ABOVE AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,2
2016,271,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2016,278,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2016,321,BELOW AVERAGE,"$3,000 to $3,999",.i:  Inapplicable,2,3
2016,341,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2016,351,BELOW AVERAGE,"$25,000 or more",$4000 TO 4999,3,2
2016,353,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,361,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,373,BELOW AVERAGE,.r:  Refused,.r:  Refused,3,4
2016,382,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2016,384,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,385,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,393,AVERAGE,"$25,000 or more",$25000 OR MORE,2,14
2016,401,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,403,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,407,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,15
2016,412,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,431,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,432,AVERAGE,"Under $1,000",LT $1000,2,14
2016,436,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,459,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,461,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,463,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,473,AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2016,480,ABOVE AVERAGE,"$10,000 to $14,999",$7000 TO 7999,2,5
2016,486,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2016,490,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,503,AVERAGE,"$15,000 to $19,999",$7000 TO 7999,2,3
2016,507,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,508,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,3
2016,515,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,528,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2016,534,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,537,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,540,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,545,ABOVE AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,2
2016,546,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,2
2016,552,BELOW AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,1,14
2016,560,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,15
2016,595,FAR ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,15
2016,601,BELOW AVERAGE,.r:  Refused,.i:  Inapplicable,2,2
2016,604,ABOVE AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,3
2016,620,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,626,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,636,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,641,AVERAGE,"$25,000 or more",$15000 - 19999,2,15
2016,645,BELOW AVERAGE,"$7,000 to $7,999",.i:  Inapplicable,2,1
2016,647,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2016,657,BELOW AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,2,2
2016,659,BELOW AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,15
2016,661,FAR BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,2
2016,669,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,2
2016,673,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,5
2016,682,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,7
2016,695,AVERAGE,"$6,000 to $6,999",$6000 TO 6999,2,2
2016,711,FAR BELOW AVERAGE,"$25,000 or more",$5000 TO 5999,2,1
2016,734,AVERAGE,"$4,000 to $4,999",$4000 TO 4999,2,2
2016,738,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,743,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,24
2016,746,AVERAGE,.d:  Do not Know/Cannot Choose,$10000 - 14999,1,2
2016,748,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2016,765,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,1,7
2016,772,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,1,2
2016,794,FAR BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,1,21
2016,801,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,1
2016,810,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,811,ABOVE AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2016,815,BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,1
2016,823,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,16
2016,826,FAR BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2016,841,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2016,858,FAR ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,15
2016,866,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,870,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,877,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,1,7
2016,880,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,886,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,888,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,904,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,9
2016,918,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,NA
2016,931,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,2
2016,932,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2016,951,FAR BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,3,2
2016,953,AVERAGE,.r:  Refused,.r:  Refused,1,7
2016,956,FAR ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,2
2016,965,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,966,ABOVE AVERAGE,"$10,000 to $14,999",$6000 TO 6999,2,2
2016,982,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2016,983,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2016,1005,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,1,2
2016,1019,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,1
2016,1033,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1037,ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2016,1044,AVERAGE,"$25,000 or more",$10000 - 14999,3,5
2016,1050,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,8
2016,1051,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1064,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,3
2016,1070,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2016,1074,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1089,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,1
2016,1098,FAR ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2016,1105,FAR BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,6
2016,1108,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,15
2016,1112,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,25
2016,1113,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,1115,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,15
2016,1123,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,3,2
2016,1128,.d:  Do not Know/Cannot Choose,"$20,000 to $24,999",$20000 - 24999,2,7
2016,1134,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1149,FAR BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,3,1
2016,1151,FAR BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,7
2016,1164,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1172,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,8
2016,1179,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1185,AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,1
2016,1192,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,1195,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,1196,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,1202,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,1,14
2016,1214,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,3
2016,1230,AVERAGE,"$25,000 or more",$25000 OR MORE,3,7
2016,1234,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,3,3
2016,1236,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,1246,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,1250,AVERAGE,"$25,000 or more",$1000 TO 2999,2,15
2016,1254,ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,$20000 - 24999,3,5
2016,1256,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2016,1263,AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,15
2016,1268,AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,3
2016,1278,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,1284,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,1
2016,1296,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,1302,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2016,1303,AVERAGE,"$20,000 to $24,999",$5000 TO 5999,2,3
2016,1320,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,1
2016,1325,AVERAGE,.r:  Refused,.i:  Inapplicable,3,5
2016,1337,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1345,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1352,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,1,3
2016,1375,FAR ABOVE AVERAGE,"$25,000 or more",LT $1000,2,6
2016,1379,.d:  Do not Know/Cannot Choose,"$10,000 to $14,999",$6000 TO 6999,2,7
2016,1382,FAR BELOW AVERAGE,"$4,000 to $4,999",.i:  Inapplicable,2,5
2016,1386,ABOVE AVERAGE,"$25,000 or more",$1000 TO 2999,3,2
2016,1389,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2016,1391,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1393,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,1
2016,1406,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1411,AVERAGE,.r:  Refused,.i:  Inapplicable,1,5
2016,1422,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,4
2016,1431,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1437,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2016,1444,ABOVE AVERAGE,.r:  Refused,$25000 OR MORE,2,5
2016,1458,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,3
2016,1464,BELOW AVERAGE,"$10,000 to $14,999",$1000 TO 2999,1,2
2016,1468,AVERAGE,"$25,000 or more",$25000 OR MORE,NA,2
2016,1469,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,1
2016,1475,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1507,BELOW AVERAGE,.r:  Refused,.i:  Inapplicable,3,2
2016,1508,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,2
2016,1509,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,7
2016,1514,BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,1,1
2016,1526,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,1
2016,1533,AVERAGE,"$25,000 or more",$20000 - 24999,2,4
2016,1540,AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,5
2016,1545,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,5
2016,1549,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2016,1554,BELOW AVERAGE,"$3,000 to $3,999",.i:  Inapplicable,1,15
2016,1561,AVERAGE,.r:  Refused,.i:  Inapplicable,2,2
2016,1563,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,1
2016,1564,ABOVE AVERAGE,"$25,000 or more",$4000 TO 4999,2,14
2016,1566,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,2
2016,1568,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,1570,FAR BELOW AVERAGE,"$25,000 or more",LT $1000,2,3
2016,1608,FAR BELOW AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,1,2
2016,1612,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2016,1619,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2016,1620,ABOVE AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2016,1622,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2016,1636,ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,2
2016,1646,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2016,1661,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2016,1670,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,14
2016,1671,ABOVE AVERAGE,"$10,000 to $14,999",$5000 TO 5999,1,2
2016,1678,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1685,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1687,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1689,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,1693,BELOW AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,3
2016,1700,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2016,1703,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2016,1719,FAR BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,1,3
2016,1721,AVERAGE,"$10,000 to $14,999",$7000 TO 7999,1,4
2016,1732,AVERAGE,"$5,000 to $5,999",.i:  Inapplicable,1,NA
2016,1734,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,NA
2016,1738,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,5
2016,1742,AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2016,1747,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,7
2016,1752,BELOW AVERAGE,"$25,000 or more",$8000 TO 9999,1,4
2016,1755,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,1765,AVERAGE,"$3,000 to $3,999",.i:  Inapplicable,2,2
2016,1768,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,2
2016,1780,.d:  Do not Know/Cannot Choose,"$20,000 to $24,999",$20000 - 24999,1,2
2016,1788,ABOVE AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,2,1
2016,1809,AVERAGE,"Under $1,000",.i:  Inapplicable,1,15
2016,1815,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,3
2016,1821,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,5
2016,1825,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2016,1851,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,1859,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2016,1861,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,7
2016,1862,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,8
2016,1866,.d:  Do not Know/Cannot Choose,"$25,000 or more",.i:  Inapplicable,3,5
2016,1867,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$25000 OR MORE,2,4
2016,1870,AVERAGE,"$25,000 or more",$5000 TO 5999,3,4
2016,1871,BELOW AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,1,15
2016,1874,ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,5
2016,1885,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2016,1887,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,5
2016,1894,FAR BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,2
2016,1905,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,1
2016,1911,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,1,15
2016,1914,FAR ABOVE AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,7
2016,1916,AVERAGE,"$25,000 or more",$15000 - 19999,2,15
2016,1924,AVERAGE,"Under $1,000",.i:  Inapplicable,1,15
2016,1927,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,3
2016,1944,FAR BELOW AVERAGE,"Under $1,000",.i:  Inapplicable,2,7
2016,1945,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,1,2
2016,1951,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,2,1
2016,1975,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2016,1976,AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,1,NA
2016,1991,AVERAGE,"$25,000 or more",$10000 - 14999,2,7
2016,1998,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2016,2021,AVERAGE,"$25,000 or more",$20000 - 24999,1,25
